h,map,raw_atom_count,mean_frobenius_error,rmse_frobenius_error,max_frobenius_error,gvars,gstates,extra_gstates,split_gvars,max_gstates_per_gvar,lookup_transitions
0.05,43,733,0.022562744442601156,0.02525695263105524,0.04388633044582335,108,136,28,24,3,544
0.05,44,759,0.021094895849993564,0.02368136417571129,0.044551206493202905,106,144,38,31,4,590
0.05,45,734,0.020642314967485472,0.023094605808255158,0.04425923632418438,85,136,51,31,7,566
0.05,46,672,0.023131026202770258,0.02578502356943252,0.04395076791138016,112,151,39,28,4,591
0.05,47,752,0.022523003166284625,0.025258616867592548,0.04425923632418438,107,156,49,26,7,606
0.05,48,734,0.022427603447097134,0.02503266258681419,0.04388633044582333,118,150,32,29,3,619
0.05,49,738,0.02026801041357531,0.02266888977620293,0.04388633044582335,78,119,41,28,6,558
0.05,50,658,0.020390402454913328,0.022849418860208262,0.04388633044582335,87,133,46,33,4,564
0.05,51,714,0.022874838040821462,0.025426283848886497,0.04425923632418438,109,138,29,23,3,622
0.05,52,626,0.022415804034044015,0.025218035789360806,0.04388633044582335,95,125,30,24,4,525
0.05,53,677,0.021466396672398035,0.02409386708925373,0.04388633044582333,114,151,37,32,3,580
0.05,54,739,0.020775624832929076,0.02330424964294795,0.04425923632418438,95,133,38,30,4,575
0.05,55,673,0.02205135826407005,0.02463777707982936,0.04455120649320287,106,137,31,27,3,521
0.05,56,514,0.02260213312010373,0.025619093226404217,0.04455120649320287,103,136,33,24,4,385
0.05,57,705,0.020070389603343963,0.022470539893838067,0.04393574854261619,83,125,42,32,6,555
0.05,58,652,0.022031396533614137,0.024731950721749944,0.04388633044582335,111,147,36,32,3,553
0.05,59,624,0.022229839045876148,0.024931821778191178,0.04410204076910727,107,135,28,23,3,526
0.05,60,711,0.019546815815455476,0.021796669380019642,0.04388633044582333,69,114,45,31,5,529
0.05,61,666,0.02260538917997122,0.025291449492218072,0.044551206493202905,122,159,37,28,4,576
0.05,62,691,0.02055879612097436,0.023011889898494533,0.04410204076910728,91,129,38,32,4,568
0.05,63,638,0.022488152316271624,0.025302815893947644,0.04388633044582335,115,130,15,14,3,527
0.05,64,573,0.023195960578132106,0.026036325141541965,0.044551206493202905,109,125,16,15,3,486
0.05,65,710,0.021504627870417854,0.024176341887106368,0.04425923632418441,95,125,30,18,4,519
0.05,66,746,0.023495209222416484,0.026202093780815672,0.043886330445823345,132,156,24,23,3,626
0.05,67,647,0.02128076579256888,0.023870410699340268,0.04425923632418441,95,121,26,22,3,465
0.05,68,697,0.021408790079888048,0.023998801978707185,0.04455120649320287,90,136,46,29,4,534
0.05,69,692,0.02149335477288657,0.02409591593486093,0.043886330445823345,89,113,24,19,4,508
0.05,70,771,0.020392367343931433,0.022814436119712476,0.0439357485426162,90,138,48,33,6,627
0.05,71,691,0.022532056309920962,0.025267342484664612,0.044551206493202905,130,164,34,27,4,545
0.05,72,667,0.021983051261436914,0.024628269309381293,0.04388633044582335,114,150,36,29,4,559
0.05,73,665,0.020996773646798417,0.023681917533111916,0.04425923632418443,107,141,34,30,3,550
0.05,74,755,0.022330733427056743,0.02491097207660361,0.04388633044582335,99,134,35,30,3,593
0.05,75,637,0.020720272593975395,0.02330234826902353,0.043886330445823345,90,120,30,24,3,494
0.05,76,518,0.022163551623121204,0.024925024639543557,0.04410204076910728,93,117,24,21,3,443
0.05,77,597,0.021214044874315923,0.023877743468883935,0.04388633044582335,94,120,26,25,3,496
0.05,78,654,0.020681075812863638,0.023216273094349968,0.04388633044582335,97,132,35,30,4,516
0.05,79,624,0.02195041297512646,0.024759602837935584,0.04455120649320287,125,155,30,24,3,483
0.05,80,569,0.023029494479393744,0.02587240218996076,0.04388633044582335,100,115,15,14,3,490
0.05,81,562,0.02059456025972038,0.023292013278423965,0.04388633044582335,97,119,22,21,3,486
0.05,82,690,0.02239741427014024,0.02496435778105037,0.044551206493202905,123,148,25,24,3,585
0.05,83,641,0.020905069478439658,0.02350236619680399,0.04388633044582335,93,120,27,23,3,470
0.05,84,629,0.022097215781299334,0.02482873418713595,0.04388633044582335,98,124,26,24,3,475
0.05,85,663,0.02167218090233103,0.024443795845867512,0.0439357485426162,117,144,27,23,3,507
0.05,86,525,0.021163967595665974,0.024098423975339945,0.04425923632418441,85,119,34,24,4,431
0.05,87,610,0.021910085280961895,0.024709659291359768,0.044102040769107294,104,131,27,23,3,495
0.05,88,730,0.020850246091939407,0.023422626632300762,0.04425923632418438,102,157,55,32,6,602
0.05,89,699,0.020688103073990015,0.02323033633993234,0.04425923632418438,93,122,29,26,3,533
0.05,90,727,0.02231150361488921,0.024954349517367476,0.04425923632418441,115,164,49,34,5,645
0.05,91,646,0.02116801101680979,0.023872579708098265,0.04425923632418438,84,115,31,25,3,488
0.05,92,702,0.021676814579325368,0.024265184396356318,0.04388633044582335,99,134,35,32,3,558
0.05,93,713,0.02312568516122509,0.02583890838514206,0.04455120649320287,119,150,31,27,3,552
0.05,94,592,0.020795589333087765,0.023485487899805122,0.044551206493202905,95,118,23,20,3,487
0.05,95,564,0.023162798210031827,0.026051405129471582,0.04393574854261619,124,137,13,11,3,466
0.05,96,432,0.023385637498753043,0.02656633381918914,0.04425923632418441,99,126,27,23,4,366
0.05,97,651,0.020268733605803436,0.0227296837933488,0.043886330445823345,72,99,27,22,5,499
0.05,98,563,0.02200040836176966,0.024890904771014577,0.04455120649320287,122,162,40,29,4,458
0.05,99,719,0.021881437106600173,0.024542786005739156,0.04388633044582335,103,138,35,26,4,622
0.075,10,643,0.03055529521772845,0.035086557265961625,0.0693299358141922,43,111,68,23,9,492
0.075,11,486,0.031356941920105755,0.03620891456295206,0.07210575566485658,51,102,51,25,6,372
0.075,12,734,0.02824874882845812,0.032131574911090637,0.06718444760508191,49,132,83,30,10,601
0.075,13,676,0.030268402901522322,0.03468799755760216,0.06942852439739733,55,141,86,31,10,571
0.075,14,707,0.033357564490817046,0.037850787969727656,0.07050645360532608,58,135,77,31,7,599
0.075,15,548,0.028483566754881944,0.032700458712378956,0.06706467028175116,48,119,71,32,7,470
0.075,16,717,0.030439612395616586,0.03453907394545723,0.07050645360532609,48,119,71,23,11,567
0.075,17,652,0.0288692405524272,0.03299285872721345,0.06718444760508191,40,91,51,21,6,481
0.075,18,698,0.029068996225924838,0.03313058516465467,0.06718444760508191,46,111,65,24,7,544
0.075,19,633,0.031476978271832795,0.035777818637769035,0.06633309882705621,55,103,48,26,4,508
0.075,20,494,0.03267840382493902,0.037650403915227226,0.06942852439739736,52,106,54,28,7,410
0.075,21,652,0.02932877832718496,0.03373062384040024,0.06718444760508191,51,106,55,27,6,528
0.075,22,652,0.032970758667045845,0.03758561413054938,0.07246040297983448,58,116,58,34,5,572
0.075,23,670,0.029817691666942547,0.03404500818166376,0.06718444760508191,52,114,62,30,6,569
0.075,24,743,0.030708233371369978,0.03493167817287171,0.07210575566485657,49,111,62,27,9,562
0.075,25,692,0.030062898135240386,0.034536030862646394,0.07089160740172276,48,100,52,24,6,528
0.075,26,571,0.029285318026549222,0.0335280808674608,0.06592533655583414,41,92,51,20,7,408
0.075,27,741,0.03171269264964629,0.036205831391098425,0.06932993581419217,56,119,63,29,8,576
0.075,28,656,0.028189011954165177,0.032267709969988845,0.06592533655583414,42,102,60,22,7,490
0.075,29,604,0.03209918389793316,0.036397917895840105,0.07078841713161832,54,116,62,27,8,506
0.075,30,620,0.03162853031137711,0.03635712957547312,0.06942852439739738,44,117,73,29,9,505
0.075,31,663,0.028813738495034193,0.03290519954145158,0.07035197225380393,42,96,54,22,8,518
0.075,32,699,0.03148517303215825,0.03583607947689979,0.07210575566485658,56,114,58,29,7,566
0.075,33,790,0.02919974646239285,0.03319519543548433,0.0671844476050819,40,120,80,23,11,574
0.075,34,670,0.029522134796907473,0.03364642049223512,0.06706467028175116,53,102,49,24,6,523
0.075,35,686,0.03500049023405507,0.03972558347598295,0.06942852439739738,61,139,78,36,6,566
0.075,36,673,0.032650289116502675,0.03707571967742247,0.07210575566485658,52,101,49,29,5,512
0.075,37,649,0.028494880046610528,0.032674764910270576,0.0675033332510329,44,99,55,24,7,494
0.075,38,661,0.02958318104048284,0.03370877635914515,0.06830483145429755,46,107,61,29,6,553
0.075,39,480,0.03139874366745131,0.036200942091792754,0.06706467028175116,42,88,46,26,5,393
0.075,40,501,0.02938535088361929,0.03390440005830179,0.06718444760508191,37,80,43,23,5,378
0.075,41,629,0.03176089980126983,0.03627074703697224,0.0693299358141922,48,115,67,29,7,522
0.075,42,540,0.029143464053760688,0.03362401726500029,0.06592533655583414,42,98,56,25,6,408
0.075,43,733,0.030252485624500558,0.03429479991923968,0.07210575566485658,48,92,44,21,5,518
0.075,44,759,0.02930575034199258,0.03337064815227247,0.06592533655583414,44,107,63,26,7,581
0.075,45,734,0.0291855163388029,0.03325018366710863,0.06592533655583414,45,113,68,21,9,543
0.075,46,672,0.03296959645825717,0.03738416474671494,0.06962011203668092,56,122,66,28,8,581
0.075,47,752,0.03279151435882959,0.037269759324503056,0.06942852439739738,49,119,70,27,7,584
0.075,48,734,0.03214943311738864,0.036540811792166276,0.06718444760508191,59,119,60,33,5,606
0.075,49,738,0.028284798500044554,0.03215334995422923,0.0675033332510329,39,90,51,22,6,534
0.075,50,658,0.029586418062145965,0.033672933625785655,0.06718444760508191,43,112,69,27,9,556
0.075,51,714,0.03169146830236503,0.03594635124831485,0.06942852439739736,55,114,59,26,7,610
0.075,52,626,0.03160331706486816,0.03626918969877532,0.07078841713161835,50,106,56,25,7,514
0.075,53,677,0.030288526165778505,0.0345311126381636,0.06765249441077544,56,124,68,33,6,574
0.075,54,739,0.029410761215722222,0.03364760204144387,0.07210575566485661,45,99,54,24,6,552
0.075,55,673,0.03205812834736983,0.0365274734276466,0.06942852439739738,51,117,66,26,7,511
0.075,56,514,0.0335008752637566,0.0387135720578533,0.06942852439739733,50,127,77,29,9,379
0.075,57,705,0.02772159078487003,0.03144334632905338,0.07078841713161835,43,99,56,24,7,537
0.075,58,652,0.031309674079117514,0.03590671366039463,0.06718444760508191,55,119,64,31,7,545
0.075,59,624,0.032621406363544825,0.03721581937212267,0.07246040297983451,56,117,61,29,6,523
0.075,60,711,0.02724969448561581,0.030712413136631013,0.07210575566485658,40,108,68,21,8,527
0.075,61,666,0.032567207193027616,0.03700705719565231,0.06942852439739736,59,133,74,32,8,567
0.075,62,691,0.02934790849378784,0.033502101150168495,0.06718444760508191,45,107,62,27,7,559
0.075,63,638,0.03248308422155337,0.03723702631154436,0.07246040297983448,59,103,44,28,5,524
0.075,64,573,0.03313334535191246,0.03783347594748283,0.06942852439739736,48,92,44,25,5,483
0.075,65,710,0.03104181184081439,0.03530883482786437,0.06942852439739733,49,106,57,26,7,504
0.075,66,746,0.03512196357694264,0.0398264682557535,0.0724604029798345,65,131,66,38,6,620
0.075,67,647,0.030775442897712373,0.034930010391724706,0.06942852439739733,47,105,58,24,6,462
0.075,68,697,0.02883934663961126,0.032763596518314654,0.06437429611265662,41,94,53,21,7,507
0.075,69,692,0.03058180972146725,0.03485890863983973,0.07210575566485658,45,102,57,23,8,500
0.075,70,771,0.028769119105860115,0.03256380228406765,0.06762255540868002,43,120,77,29,8,607
0.075,71,691,0.03331024550524627,0.03773941557177306,0.06942852439739736,64,139,75,36,7,535
0.075,72,667,0.03209385316194555,0.0365243126190467,0.06962011203668092,56,124,68,29,8,554
0.075,73,665,0.030341210089764693,0.03465672888693993,0.06765249441077544,53,109,56,29,6,547
0.075,74,755,0.03131633778068622,0.03565805557167017,0.07210575566485664,48,106,58,25,8,578
0.075,75,637,0.029049531067468087,0.03321368048603725,0.06592533655583413,45,102,57,24,7,485
0.075,76,518,0.030162897031391044,0.0348043636038461,0.06718444760508191,40,84,44,25,7,433
0.075,77,597,0.030863068330604416,0.0350991068715798,0.06592533655583414,44,97,53,24,5,489
0.075,78,654,0.029341403417679407,0.03352011012623046,0.07210575566485658,50,105,55,27,6,510
0.075,79,624,0.03194939664878368,0.03669991943504048,0.07210575566485664,66,116,50,26,5,474
0.075,80,569,0.03418165880580911,0.03909100957863557,0.06942852439739738,53,103,50,30,5,484
0.075,81,562,0.02928360543410939,0.033568993329667486,0.07035197225380391,53,95,42,27,4,482
0.075,82,690,0.032940320602645484,0.0374346042346236,0.0693299358141922,60,123,63,36,5,580
0.075,83,641,0.029047259226356474,0.03297764429732567,0.07210575566485658,50,95,45,24,5,461
0.075,84,629,0.029783531935188273,0.034130981687753914,0.07210575566485657,46,87,41,21,6,466
0.075,85,663,0.030970119155207303,0.035469740252852516,0.06636512638426907,50,110,60,27,6,500
0.075,86,525,0.029129475922004457,0.033697262005490405,0.06592533655583414,42,95,53,24,7,424
0.075,87,610,0.031490478770698334,0.03625277897770815,0.07246040297983448,57,98,41,26,4,479
0.075,88,730,0.028912529798675923,0.03296598890762319,0.06592533655583413,46,133,87,28,11,581
0.075,89,699,0.028974469107123382,0.03286127080228424,0.06592533655583414,42,102,60,26,7,522
0.075,90,727,0.03170180391547085,0.03591842967191476,0.06942852439739736,52,134,82,31,9,634
0.075,91,646,0.029417105967167713,0.033641375821786244,0.07210575566485661,45,88,43,21,5,467
0.075,92,702,0.030377910188442384,0.034355420246081986,0.07210575566485661,51,113,62,28,5,554
0.075,93,713,0.03239854168471895,0.03691151372840594,0.07210575566485658,63,114,51,25,6,541
0.075,94,592,0.029794318250520965,0.034440713356237086,0.07246040297983448,48,102,54,28,6,479
0.075,95,564,0.033340749627763684,0.03803234672174623,0.07246040297983448,58,105,47,29,6,459
0.075,96,432,0.032408688213281515,0.03754897049434493,0.06718444760508191,46,96,50,27,7,354
0.075,97,651,0.027961158864881038,0.031588188307546144,0.06352220084348464,35,90,55,19,7,491
0.075,98,563,0.032381680782685066,0.037295580669535054,0.06962011203668092,61,121,60,31,6,441
0.075,99,719,0.030602589780398395,0.03486828903132736,0.06718444760508191,50,118,68,29,9,613
0.1,10,643,0.0398555882526516,0.044744231841078806,0.09265500526145365,23,93,70,17,10,480
0.1,11,486,0.040793575151525326,0.04630031575144094,0.08777266089164666,29,88,59,20,9,357
0.1,12,734,0.038471555572752565,0.04303062039470418,0.09202586592909624,29,131,102,21,11,584
0.1,13,676,0.04058188642097422,0.0456174252040656,0.09202586592909624,30,123,93,19,11,554
0.1,14,707,0.043403653132545114,0.04831900244387441,0.09606159482332154,31,107,76,18,9,581
0.1,15,548,0.03803017797289158,0.04306848984487674,0.09202586592909624,29,104,75,20,10,445
0.1,16,717,0.03974495829530604,0.04408829181985559,0.09265500526145365,24,107,83,18,11,546
0.1,17,652,0.038394308467326776,0.043278962606496024,0.09606159482332151,26,82,56,15,9,469
0.1,18,698,0.038361551424186194,0.0430351808504501,0.09606159482332154,28,109,81,18,10,534
0.1,19,633,0.041313502255702746,0.04618268740679505,0.09202586592909624,32,96,64,20,7,508
0.1,20,494,0.044340078559166454,0.0502101079392512,0.09202586592909624,33,101,68,19,8,405
0.1,21,652,0.03969591714296216,0.04455249970609224,0.09202586592909624,31,114,83,20,10,531
0.1,22,652,0.04434749156963961,0.04949834709392501,0.09202586592909624,38,103,65,23,8,557
0.1,23,670,0.039548880452340104,0.04446459148043967,0.09202586592909624,30,105,75,19,9,554
0.1,24,743,0.03984271495479771,0.04420815272277457,0.09265500526145368,23,100,77,17,9,547
0.1,25,692,0.039271256880619554,0.04391242434164499,0.09202586592909624,21,86,65,18,9,508
0.1,26,571,0.03791566232745571,0.04282319145971139,0.09202586592909624,25,87,62,15,9,403
0.1,27,741,0.04113630054659715,0.04586224326856276,0.09606159482332154,31,97,66,19,9,551
0.1,28,656,0.03751053424146598,0.04224457949786245,0.09202586592909624,26,99,73,18,12,475
0.1,29,604,0.04191385274801345,0.04670029655875321,0.09202586592909626,29,100,71,18,11,476
0.1,30,620,0.042968040277409955,0.048227306881395086,0.09202586592909623,28,103,75,18,9,482
0.1,31,663,0.038465067105813065,0.04272080746718825,0.07741324176134207,22,94,72,17,12,506
0.1,32,699,0.04088181652720287,0.045517890805757515,0.09202586592909623,30,104,74,19,8,556
0.1,33,790,0.038935500057375214,0.043434624087474887,0.09606159482332152,27,106,79,17,12,559
0.1,34,670,0.038810094139516374,0.04364578726828809,0.09606159482332154,31,97,66,19,7,509
0.1,35,686,0.0477918122994998,0.05304890312201543,0.09202586592909623,39,127,88,23,11,558
0.1,36,673,0.04218121522331498,0.046757282450009374,0.09202586592909626,31,99,68,17,8,498
0.1,37,649,0.03802608296301389,0.042613277479742015,0.09265500526145364,23,100,77,17,10,479
0.1,38,661,0.039750644628205524,0.044594188681320764,0.09202586592909623,27,94,67,19,7,530
0.1,39,480,0.041918220581566835,0.047427443268639326,0.09202586592909624,28,91,63,18,7,383
0.1,40,501,0.039436118580685735,0.04438712568017562,0.09606159482332154,26,79,53,15,8,377
0.1,41,629,0.04237869713163113,0.04743712598902435,0.09202586592909624,30,101,71,20,9,504
0.1,42,540,0.03854371652896669,0.043576672531170764,0.09202586592909624,24,87,63,17,9,399
0.1,43,733,0.039535587394442434,0.04379290077459761,0.09265500526145364,22,101,79,16,11,516
0.1,44,759,0.039609715139259864,0.044219069566274014,0.09202586592909624,26,104,78,18,9,566
0.1,45,734,0.03834087318708202,0.04307045175887869,0.09202586592909624,24,111,87,16,12,534
0.1,46,672,0.04324710747401908,0.04813517857728032,0.09202586592909624,31,106,75,20,10,560
0.1,47,752,0.04247380232243555,0.04720040301960108,0.09606159482332154,28,99,71,18,10,559
0.1,48,734,0.042515340481086565,0.04741174936871273,0.09202586592909623,34,112,78,21,9,602
0.1,49,738,0.0374497480479904,0.04175474235922305,0.09202586592909624,21,96,75,15,17,522
0.1,50,658,0.039924323603440344,0.04488281144177505,0.09202586592909624,28,122,94,19,12,548
0.1,51,714,0.041996759512565526,0.04667364013523467,0.09202586592909624,31,112,81,19,10,604
0.1,52,626,0.042351187947395195,0.04746420006215143,0.09202586592909626,28,94,66,18,9,492
0.1,53,677,0.040593425474244285,0.04548975682905245,0.09202586592909623,30,117,87,22,9,559
0.1,54,739,0.03842312531518373,0.04285217170408554,0.09202586592909623,22,89,67,16,9,535
0.1,55,673,0.041807699399802875,0.04658907173098462,0.09202586592909624,28,96,68,17,13,499
0.1,56,514,0.04385039944268807,0.04956400766716842,0.09606159482332154,31,82,51,18,7,350
0.1,57,705,0.03706888190037415,0.04121647126509136,0.07804485889538143,23,109,86,18,11,529
0.1,58,652,0.04222999732181834,0.047388688433117034,0.09202586592909626,31,98,67,18,9,532
0.1,59,624,0.04391319101099757,0.04909494562475282,0.09606159482332152,34,107,73,19,9,517
0.1,60,711,0.036578099184255336,0.040698237727806945,0.07524227535102855,21,110,89,16,12,509
0.1,61,666,0.04347114960082028,0.04860195376638587,0.09202586592909626,37,112,75,20,8,539
0.1,62,691,0.039222703438079244,0.04401481512849904,0.09202586592909624,27,107,80,19,10,548
0.1,63,638,0.04384026700251132,0.04920907876197115,0.09202586592909624,35,92,57,22,7,508
0.1,64,573,0.043991840589749136,0.04919511142159954,0.09202586592909624,29,86,57,18,8,479
0.1,65,710,0.04058558125672029,0.045507804778682194,0.09202586592909623,30,92,62,18,10,502
0.1,66,746,0.04688718804187522,0.052052459746717475,0.09202586592909626,38,107,69,22,8,607
0.1,67,647,0.0401341120099635,0.045012935458355226,0.09202586592909623,28,93,65,16,8,453
0.1,68,697,0.03851438135019048,0.04267880640902793,0.08675505748946277,22,89,67,16,9,487
0.1,69,692,0.0409704860721283,0.0457898616577495,0.09202586592909626,29,100,71,17,10,488
0.1,70,771,0.03879551053976757,0.043519966346691065,0.09202586592909623,26,125,99,19,11,601
0.1,71,691,0.043364640407656065,0.04844904330732523,0.09202586592909624,35,104,69,20,10,515
0.1,72,667,0.04306277821178808,0.04811873043722741,0.09202586592909624,33,110,77,20,9,528
0.1,73,665,0.03995841684605092,0.04488354337800675,0.09202586592909623,29,105,76,19,9,526
0.1,74,755,0.04187692640343189,0.04665585119072552,0.09202586592909624,27,104,77,18,10,569
0.1,75,637,0.03939204732603921,0.044167880101416014,0.09202586592909623,27,93,66,17,9,474
0.1,76,518,0.04062538179588992,0.04567999845323179,0.09202586592909623,28,92,64,18,8,435
0.1,77,597,0.04108773791154704,0.04607505238479181,0.09202586592909624,26,85,59,16,11,472
0.1,78,654,0.038588471604338044,0.04305005531932503,0.09265500526145364,25,103,78,19,8,499
0.1,79,624,0.042836245658288606,0.04802502803026451,0.09202586592909624,31,100,69,19,9,462
0.1,80,569,0.04580988861961986,0.05096757817087812,0.09202586592909624,33,88,55,20,8,468
0.1,81,562,0.03911202269869383,0.044111332982680336,0.09202586592909624,31,92,61,21,6,471
0.1,82,690,0.04394197235357081,0.04895859267893071,0.09202586592909624,36,113,77,21,8,570
0.1,83,641,0.03803176141974101,0.04246616603144552,0.09265500526145364,23,93,70,18,9,458
0.1,84,629,0.038550315855410675,0.04308543551569496,0.08439342391442593,23,88,65,18,9,459
0.1,85,663,0.04097846217763618,0.045806530322773424,0.09202586592909624,31,97,66,18,7,489
0.1,86,525,0.0388115512856811,0.04385203193424346,0.09202586592909624,27,88,61,16,9,405
0.1,87,610,0.04291848290634148,0.04811591246964861,0.09202586592909624,33,94,61,20,9,469
0.1,88,730,0.03856350216890121,0.04311615706437671,0.09202586592909623,29,111,82,18,10,566
0.1,89,699,0.038994604160616744,0.04359168588944268,0.09202586592909624,28,102,74,17,11,517
0.1,90,727,0.04238825716064502,0.04721613390820941,0.09202586592909624,33,151,118,19,13,629
0.1,91,646,0.03860744834882141,0.043127276536133734,0.09265500526145365,21,85,64,16,8,454
0.1,92,702,0.04050453065666201,0.045183024760364676,0.09202586592909623,28,107,79,19,9,530
0.1,93,713,0.04149359101472694,0.04615380515965381,0.09265500526145364,26,90,64,16,8,522
0.1,94,592,0.04096678070409892,0.04647958611773213,0.09202586592909624,30,98,68,21,9,461
0.1,95,564,0.04501382344389,0.050322243506121224,0.09202586592909624,35,89,54,21,7,449
0.1,96,432,0.04341721432806732,0.04926479567188517,0.09202586592909624,27,95,68,17,8,349
0.1,97,651,0.03676272538720696,0.04086698065097157,0.07798570381807166,20,98,78,16,13,488
0.1,98,563,0.04193165545204054,0.0473676649607788,0.09202586592909624,31,85,54,19,7,418
0.1,99,719,0.040711209013220374,0.04548698724190165,0.09202586592909624,30,115,85,20,9,615
0.15,10,643,0.05577561816106542,0.06249063083740819,0.11354333974302501,11,107,96,9,33,431
0.15,11,486,0.05701416295990307,0.064361337696815,0.12462588013731336,13,94,81,9,27,348
0.15,12,734,0.05579397500398723,0.06250405512730309,0.13722725676774275,14,135,121,9,32,546
0.15,13,676,0.057843770313549675,0.06472703094923292,0.13722725676774275,14,126,112,10,46,509
0.15,14,707,0.05885847269826831,0.06525536043164308,0.12026587213336955,13,130,117,11,27,534
0.15,15,548,0.056005968274622425,0.06320561337447654,0.13722725676774275,14,104,90,10,26,411
0.15,16,717,0.055571774371199215,0.061854853833933625,0.11072646476791355,13,114,101,10,34,503
0.15,17,652,0.05585076770293758,0.06256089953242963,0.12026587213336952,13,106,93,8,29,448
0.15,18,698,0.055619629791456154,0.06219060612320278,0.12026587213336955,13,120,107,9,37,500
0.15,19,633,0.057579410531226546,0.06410802630197651,0.11953995148066611,14,90,76,10,23,480
0.15,20,494,0.060356175251346234,0.0682231267257879,0.13722725676774275,15,86,71,10,20,375
0.15,21,652,0.05706545154416598,0.06415581169969424,0.13722725676774275,15,110,95,10,26,479
0.15,22,652,0.06262684008879246,0.06984927144114594,0.13722725676774275,17,106,89,12,20,524
0.15,23,670,0.05766676113260612,0.06476429053389068,0.13722725676774275,15,103,88,11,27,511
0.15,24,743,0.05556074637683172,0.06181812478405467,0.11491161821156295,12,91,79,9,29,495
0.15,25,692,0.05612404860809455,0.0625819035598885,0.11684001882916656,13,101,88,8,27,489
0.15,26,571,0.05413178173870151,0.06113311951165199,0.12026587213336955,13,89,76,8,27,367
0.15,27,741,0.05758833340649487,0.06413715598097507,0.11271219987206356,13,110,97,10,33,532
0.15,28,656,0.054694132889936235,0.06143024189194148,0.12026587213336955,13,100,87,9,26,450
0.15,29,604,0.0582539502539002,0.06533705643590478,0.13722725676774275,15,102,87,8,23,462
0.15,30,620,0.05939500974416333,0.0666692769112652,0.13722725676774272,14,104,90,9,34,449
0.15,31,663,0.055004610050491475,0.06167361275135361,0.11516058353447149,12,99,87,8,29,468
0.15,32,699,0.05786400084335876,0.06448888948456769,0.13722725676774272,14,112,98,10,29,513
0.15,33,790,0.057113457542281164,0.06366295337880093,0.12026587213336952,13,122,109,8,41,529
